stock_code,week_of,description_first,year_first,total_quantity,total_revenue_sum,count
21326,2010-08-09T00:00:00.000Z,Aged Glass Silver T Light Holder,2010,204,118.2,3
21326,2010-08-16T00:00:00.000Z,Aged Glass Silver T Light Holder,2010,216,126.0,4
21326,2010-09-27T00:00:00.000Z,Aged Glass Silver T Light Holder,2010,324,196.20000000000007,8
21326,2010-11-15T00:00:00.000Z,Aged Glass Silver T Light Holder,2010,262,155.9,8
21326,2010-11-22T00:00:00.000Z,Aged Glass Silver T Light Holder,2010,764,453.4000000000001,24
21326,2010-11-29T00:00:00.000Z,Aged Glass Silver T Light Holder,2010,330,200.10000000000008,15
21326,2010-12-06T00:00:00.000Z,Aged Glass Silver T Light Holder,2010,424,256.4000000000001,12
21326,2010-12-13T00:00:00.000Z,Aged Glass Silver T Light Holder,2010,226,146.9,11
21326,2011-02-07T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,456,250.8,3
21326,2011-02-14T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,276,179.40000000000003,5
21326,2011-02-21T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,336,189.60000000000002,4
21326,2011-02-28T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,300,166.2,3
21326,2011-04-04T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,222,144.30000000000004,6
21326,2011-04-11T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,216,126.0,5
21326,2011-05-02T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,234,137.70000000000002,5
21326,2011-05-23T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,216,126.0,3
21326,2011-06-06T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,265,157.85000000000002,7
21326,2011-06-20T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,216,124.8,5
21326,2011-08-29T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,312,188.39999999999998,7
21326,2011-09-05T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,468,261.00000000000006,5
21326,2011-09-12T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,204,132.6,6
21326,2011-09-19T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,324,181.8,3
21326,2011-09-26T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,540,307.8,8
21326,2011-10-31T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,264,157.20000000000005,11
21326,2011-11-14T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,278,166.3,10
21326,2011-11-21T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,328,213.20000000000002,10
21326,2011-11-28T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,330,214.50000000000006,16
21326,2011-12-05T00:00:00.000Z,Aged Glass Silver T Light Holder,2011,396,228.60000000000002,8
21336,2010-09-27T00:00:00.000Z,Gold Washbag,2010,865,115.27000000000001,2
21351,2010-10-04T00:00:00.000Z,Cinammon Orange Wreath,2010,228,463.7999999999999,14
21354,2010-01-04T00:00:00.000Z,Toast Its Best Mum,2010,385,423.65000000000003,5
21354,2010-02-15T00:00:00.000Z,Toast Its Best Mum,2010,361,393.65000000000003,9
21355,2010-01-04T00:00:00.000Z,Toast Its I Love You,2010,335,361.15000000000003,8
21355,2010-01-25T00:00:00.000Z,Toast Its I Love You,2010,484,545.4000000000001,16
21381,2010-01-04T00:00:00.000Z,Mini Wooden Happy Birthday Garland,2010,320,471.67999999999995,4
21383,2010-03-15T00:00:00.000Z,Pack Of 12 Sticky Bunnies,2010,218,132.1,11
21385,2009-11-30T00:00:00.000Z,Ivory Hanging Decoration Heart,2009,231,196.34999999999997,10
21385,2010-01-18T00:00:00.000Z,Ivory Hanging Decoration Heart,2010,226,192.10000000000002,12
21385,2010-02-08T00:00:00.000Z,Ivory Hanging Decoration Heart,2010,239,203.14999999999998,13
21385,2010-08-09T00:00:00.000Z,Ivory Hanging Decoration Heart,2010,245,208.25000000000003,12
21385,2011-03-28T00:00:00.000Z,Ivory Hanging Decoration Heart,2011,208,176.8,8
21390,2010-01-25T00:00:00.000Z,Filigris Heart With Butterfly,2010,247,308.75,15
21390,2010-02-01T00:00:00.000Z,Filigris Heart With Butterfly,2010,249,311.25,12
21390,2010-04-26T00:00:00.000Z,Filigris Heart With Butterfly,2010,216,270.0,8
21390,2010-05-24T00:00:00.000Z,Filigris Heart With Butterfly,2010,279,344.19,11
21390,2010-08-02T00:00:00.000Z,Filigris Heart With Butterfly,2010,221,276.25,8
21392,2010-09-27T00:00:00.000Z,Red Polkadot Pudding Bowl,2010,3654,486.84000000000003,2
21393,2010-09-27T00:00:00.000Z,Blue Polkadot Pudding Bowl,2010,2496,324.48,1
21394,2011-04-18T00:00:00.000Z,Red Polkadot Beaker,2011,252,98.28,5
21394,2011-06-06T00:00:00.000Z,Red Polkadot Beaker,2011,306,119.34,7
21394,2011-07-04T00:00:00.000Z,Red Polkadot Beaker,2011,204,79.56,4
21395,2011-06-06T00:00:00.000Z,Blue Polkadot Beaker,2011,204,79.56,4
21395,2011-07-04T00:00:00.000Z,Blue Polkadot Beaker,2011,204,79.56,5
21397,2011-03-21T00:00:00.000Z,Blue Polkadot Egg Cup,2011,228,88.92000000000002,8
21397,2011-03-28T00:00:00.000Z,Blue Polkadot Egg Cup,2011,324,126.35999999999999,10
21398,2011-03-28T00:00:00.000Z,Red Polkadot Coffee Mug,2011,359,140.01,10
21398,2011-04-04T00:00:00.000Z,Red Polkadot Coffee Mug,2011,366,142.74,9
21398,2011-04-11T00:00:00.000Z,Red Polkadot Coffee Mug,2011,252,98.28,6
21399,2011-03-28T00:00:00.000Z,Blue Polkadot Coffee Mug,2011,308,120.12,10
21399,2011-04-04T00:00:00.000Z,Blue Polkadot Coffee Mug,2011,270,105.3,7
21399,2011-04-18T00:00:00.000Z,Blue Polkadot Coffee Mug,2011,258,100.62,5
21399,2011-05-02T00:00:00.000Z,Blue Polkadot Coffee Mug,2011,252,98.28,6
21411,2011-12-05T00:00:00.000Z,Gingham Heart Doorstop Red,2011,240,474.3400000000001,28
21413,2010-05-24T00:00:00.000Z,Periwinkle T Light Holder,2010,2972,861.88,1
21414,2010-05-24T00:00:00.000Z,Scallop Shell Soap Dish,2010,1500,540.0,1
21416,2010-05-24T00:00:00.000Z,Clam Shell Large,2010,720,475.20000000000005,1
21419,2010-05-24T00:00:00.000Z,Conch Shell,2010,1200,348.0,1
21422,2010-02-22T00:00:00.000Z,Porcelain Rose Small,2010,208,176.79999999999998,1
21422,2010-06-28T00:00:00.000Z,Porcelain Rose Small,2010,304,220.95999999999998,2
21422,2011-02-14T00:00:00.000Z,Porcelain Rose Small,2011,328,241.35999999999999,3
21422,2011-08-29T00:00:00.000Z,Porcelain Rose Small,2011,288,207.35999999999999,1
21422,2011-10-17T00:00:00.000Z,Porcelain Rose Small,2011,296,214.16,2
21424,2010-08-09T00:00:00.000Z,Woodland Storage Box Large,2010,216,293.03999999999996,2
21425,2010-08-09T00:00:00.000Z,Skulls Storage Box Large,2010,240,323.03999999999996,2
21426,2009-12-14T00:00:00.000Z,Woodland Storage Box Small,2009,264,224.4,2
21428,2009-11-30T00:00:00.000Z,Set3 Book Box Green Gingham Flower,2009,207,779.75,5
21428,2010-09-27T00:00:00.000Z,Set3 Book Box Green Gingham Flower,2010,287,1083.75,8
21428,2010-10-11T00:00:00.000Z,Set3 Book Box Green Gingham Flower,2010,305,1152.25,10
21429,2010-04-05T00:00:00.000Z,Red Gingham Rose Jewellery Box,2010,246,367.5,11
21430,2011-08-01T00:00:00.000Z,Set 3 Red Gingham Rose Storage Box,2011,398,1354.26,6
21439,2011-04-04T00:00:00.000Z,Basket Of Toadstools,2011,422,449.98,3
21443,2010-01-11T00:00:00.000Z,Olive Chalet Birdfeeder,2010,212,535.0,4
21444,2010-01-11T00:00:00.000Z,Blue Chalet Birdfeeder,2010,208,520.0,1
21445,2010-05-31T00:00:00.000Z,12 Pink Rose Peg Place Settings,2010,461,494.17,4
21447,2010-05-31T00:00:00.000Z,12 Ivory Rose Peg Place Settings,2010,436,462.92,2
21456,2010-01-11T00:00:00.000Z,2 Picture Book Eggs Easter Chicks,2010,300,210.0,1
21457,2010-01-11T00:00:00.000Z,2 Picture Book Eggs Easter Ducks,2010,300,210.0,1
21458,2010-01-11T00:00:00.000Z,2 Picture Book Eggs Easter Bunny,2010,300,210.0,1
21465,2010-02-22T00:00:00.000Z,Pink Flower Crochet Food Cover,2010,222,678.9000000000001,3
21468,2010-02-22T00:00:00.000Z,Butterfly Crochet Food Cover,2010,235,727.6500000000001,5
21469,2010-05-10T00:00:00.000Z,Polka Dot Raffia Food Cover,2010,204,255.0,4
21479,2009-12-07T00:00:00.000Z,White Skull Hot Water Bottle,2009,214,776.58,35
21479,2009-12-14T00:00:00.000Z,White Skull Hot Water Bottle,2009,259,928.0500000000001,38
21479,2010-11-29T00:00:00.000Z,White Skull Hot Water Bottle,2010,254,917.94,40
21479,2010-12-06T00:00:00.000Z,White Skull Hot Water Bottle,2010,258,924.3,42
21479,2011-08-01T00:00:00.000Z,White Skull Hot Water Bottle,2011,202,688.38,3
21479,2011-11-14T00:00:00.000Z,White Skull Hot Water Bottle,2011,427,1652.75,26
21481,2010-05-10T00:00:00.000Z,Fawn Blue Hot Water Bottle,2010,459,1171.65,6
21481,2010-09-27T00:00:00.000Z,Fawn Blue Hot Water Bottle,2010,329,858.5500000000004,15
21481,2010-10-11T00:00:00.000Z,Fawn Blue Hot Water Bottle,2010,355,935.2500000000002,18
21481,2010-11-01T00:00:00.000Z,Fawn Blue Hot Water Bottle,2010,206,564.5,21
21481,2010-11-22T00:00:00.000Z,Fawn Blue Hot Water Bottle,2010,277,788.3500000000001,38
21481,2010-12-06T00:00:00.000Z,Fawn Blue Hot Water Bottle,2010,224,632.0,35
21484,2009-12-07T00:00:00.000Z,Chick Grey Hot Water Bottle,2009,330,1030.5,27
21484,2009-12-14T00:00:00.000Z,Chick Grey Hot Water Bottle,2009,213,680.8500000000003,28
21484,2010-11-22T00:00:00.000Z,Chick Grey Hot Water Bottle,2010,243,784.35,28
21484,2010-12-13T00:00:00.000Z,Chick Grey Hot Water Bottle,2010,241,753.4499999999998,25
21485,2009-12-07T00:00:00.000Z,Red Spot Heart Hot Water Bottle,2009,357,1649.5500000000006,51
21485,2009-12-14T00:00:00.000Z,Red Spot Heart Hot Water Bottle,2009,258,1170.6999999999998,41
21485,2010-11-22T00:00:00.000Z,Retrospot Heart Hot Water Bottle,2010,349,1576.3500000000001,47
21485,2010-12-13T00:00:00.000Z,Retrospot Heart Hot Water Bottle,2010,215,992.8500000000001,32
21485,2011-09-19T00:00:00.000Z,Retrospot Heart Hot Water Bottle,2011,562,2839.4999999999995,14
21488,2010-11-15T00:00:00.000Z,Red White Scarf Hot Water Bottle,2010,261,928.9500000000002,25
21488,2010-11-22T00:00:00.000Z,Red White Scarf Hot Water Bottle,2010,269,954.5500000000003,24
21490,2009-11-30T00:00:00.000Z,Set Of Three 50 S Gift Wraps,2009,582,1016.3999999999999,33
21491,2009-11-30T00:00:00.000Z,Set Of Three Vintage Gift Wraps,2009,326,578.0999999999999,29
21491,2009-12-07T00:00:00.000Z,Set Of Three Vintage Gift Wraps,2009,216,421.19999999999993,29
21491,2010-09-20T00:00:00.000Z,Set Of Three Vintage Gift Wraps,2010,375,673.6499999999999,17
21491,2010-09-27T00:00:00.000Z,Set Of Three Vintage Gift Wraps,2010,259,476.2499999999999,21
21491,2010-10-18T00:00:00.000Z,Set Of Three Vintage Gift Wraps,2010,247,438.4499999999999,15
21493,2009-11-30T00:00:00.000Z,Vintage Design Gift Tags,2009,232,197.19999999999996,20
21494,2009-12-14T00:00:00.000Z,Rotating Leaves T Light Holder,2009,278,300.90000000000003,8
21494,2010-11-01T00:00:00.000Z,Rotating Leaves T Light Holder,2010,300,329.4,6
21495,2010-02-15T00:00:00.000Z,Skulls Wrap,2010,200,84.0,5
21495,2010-03-22T00:00:00.000Z,Skulls Wrap,2010,275,115.5,6
21495,2010-04-26T00:00:00.000Z,Skulls Wrap,2010,250,105.0,8
21495,2010-05-10T00:00:00.000Z,Skulls Wrap,2010,300,126.0,6
21495,2010-05-24T00:00:00.000Z,Skulls Wrap,2010,275,113.5,7
21495,2010-06-07T00:00:00.000Z,Skulls And Crossbones Wrap,2010,225,94.5,6
21495,2010-09-13T00:00:00.000Z,Skulls And Crossbones Wrap,2010,250,89.0,3
21495,2010-10-04T00:00:00.000Z,Skulls And Crossbones Wrap,2010,200,84.0,7
21495,2010-10-18T00:00:00.000Z,Skulls And Crossbones Wrap,2010,250,105.0,4
21495,2010-11-22T00:00:00.000Z,Skulls And Crossbones Wrap,2010,325,120.5,6
21495,2011-06-06T00:00:00.000Z,Skulls And Crossbones Wrap,2011,350,127.0,4
21495,2011-06-13T00:00:00.000Z,Skulls And Crossbones Wrap,2011,200,84.0,6
21495,2011-07-18T00:00:00.000Z,Skulls And Crossbones Wrap,2011,200,84.0,7
21495,2011-10-17T00:00:00.000Z,Skulls And Crossbones Wrap,2011,225,82.5,2
21495,2011-10-24T00:00:00.000Z,Skulls And Crossbones Wrap,2011,325,124.5,5
21495,2011-10-31T00:00:00.000Z,Skulls And Crossbones Wrap,2011,250,93.0,3
21495,2011-11-07T00:00:00.000Z,Skulls And Crossbones Wrap,2011,250,105.0,6
21495,2011-11-14T00:00:00.000Z,Skulls And Crossbones Wrap,2011,250,93.0,3
21495,2011-11-21T00:00:00.000Z,Skulls And Crossbones Wrap,2011,250,93.0,3
21497,2010-01-18T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,750,267.0,6
21497,2010-03-01T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,250,105.0,10
21497,2010-03-15T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,200,82.0,8
21497,2010-04-26T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,600,220.0,7
21497,2010-05-10T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,250,105.0,10
21497,2010-06-07T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,275,99.5,4
21497,2010-06-14T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,225,94.5,8
21497,2010-07-19T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,275,115.5,10
21497,2010-08-16T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,675,235.50000000000003,4
21497,2010-10-18T00:00:00.000Z,Fancy Fonts Birthday Wrap,2010,575,201.5,5
21497,2011-04-11T00:00:00.000Z,Fancy Fonts Birthday Wrap,2011,500,186.0,9
21497,2011-08-01T00:00:00.000Z,Fancy Fonts Birthday Wrap,2011,200,84.0,7
21497,2011-08-29T00:00:00.000Z,Fancy Fonts Birthday Wrap,2011,1000,340.0,1
21497,2011-09-05T00:00:00.000Z,Fancy Fonts Birthday Wrap,2011,200,84.0,8
21497,2011-10-03T00:00:00.000Z,Fancy Fonts Birthday Wrap,2011,725,268.5,6
21497,2011-10-10T00:00:00.000Z,Fancy Fonts Birthday Wrap,2011,475,181.5,8
21497,2011-10-31T00:00:00.000Z,Fancy Fonts Birthday Wrap,2011,450,177.0,10
21497,2011-11-07T00:00:00.000Z,Fancy Fonts Birthday Wrap,2011,275,115.5,9
21497,2011-12-05T00:00:00.000Z,Fancy Fonts Birthday Wrap,2011,300,114.0,5
21498,2009-11-30T00:00:00.000Z,Red Spots Wrap,2009,300,126.0,7
21498,2009-12-07T00:00:00.000Z,Red Spots Wrap,2009,475,183.5,10
21498,2010-01-04T00:00:00.000Z,Red Spots Wrap,2010,300,126.0,10
21498,2010-01-11T00:00:00.000Z,Red Spots Wrap,2010,200,84.0,8
21498,2010-01-25T00:00:00.000Z,Red Spots Wrap,2010,400,152.0,8
21498,2010-02-01T00:00:00.000Z,Red Spots Wrap,2010,450,189.0,14
21498,2010-02-15T00:00:00.000Z,Red Spots Wrap,2010,450,173.0,11
21498,2010-02-22T00:00:00.000Z,Red Spots Wrap,2010,250,105.0,9
21498,2010-03-01T00:00:00.000Z,Red Spots Wrap,2010,200,84.0,8
21498,2010-03-08T00:00:00.000Z,Red Spots Wrap,2010,250,105.0,10
21498,2010-04-05T00:00:00.000Z,Red Spots Wrap,2010,425,154.5,6
21498,2010-04-19T00:00:00.000Z,Red Spots Wrap,2010,325,136.5,11
21498,2010-04-26T00:00:00.000Z,Red Spots Wrap,2010,275,115.5,9
21498,2010-05-17T00:00:00.000Z,Red Spots Wrap,2010,225,94.5,7
21498,2010-05-24T00:00:00.000Z,Red Spots Wrap,2010,225,94.5,9
21498,2010-06-07T00:00:00.000Z,Red Spots Wrap,2010,225,94.5,9
21498,2010-06-14T00:00:00.000Z,Red Spots Wrap,2010,450,173.0,9
21498,2010-06-28T00:00:00.000Z,Red Spots Wrap,2010,200,82.0,8
21498,2010-07-05T00:00:00.000Z,Red Spots Wrap,2010,725,256.5,6
21498,2010-07-12T00:00:00.000Z,Red Spots Wrap,2010,350,143.0,11
21498,2010-07-19T00:00:00.000Z,Red Spots Wrap,2010,525,204.5,13
21498,2010-08-02T00:00:00.000Z,Red Spots Wrap,2010,400,152.0,8
21498,2010-08-09T00:00:00.000Z,Red Spots Wrap,2010,225,94.5,8
21498,2010-09-06T00:00:00.000Z,Red Spots Wrap,2010,650,241.0,9
21498,2010-09-13T00:00:00.000Z,Red Spots Wrap,2010,325,136.5,12
21498,2010-09-20T00:00:00.000Z,Red Spots Wrap,2010,300,126.0,7
21498,2010-09-27T00:00:00.000Z,Red Retrospot Wrap,2010,225,94.5,8
21498,2010-10-04T00:00:00.000Z,Red Retrospot Wrap,2010,425,178.5,13
21498,2010-10-11T00:00:00.000Z,Red Retrospot Wrap,2010,375,157.5,13
21498,2010-10-18T00:00:00.000Z,Red Retrospot Wrap,2010,375,145.5,10
21498,2010-10-25T00:00:00.000Z,Red Retrospot Wrap,2010,325,136.5,12
21498,2010-11-08T00:00:00.000Z,Red Retrospot Wrap,2010,475,187.5,11
21498,2010-11-15T00:00:00.000Z,Red Retrospot Wrap,2010,400,168.0,14
21498,2010-11-22T00:00:00.000Z,Red Retrospot Wrap,2010,500,194.0,13
21498,2010-11-29T00:00:00.000Z,Red Retrospot Wrap,2010,400,148.0,8
21498,2011-01-24T00:00:00.000Z,Red Retrospot Wrap,2011,250,105.0,8
21498,2011-02-28T00:00:00.000Z,Red Retrospot Wrap,2011,425,154.5,6
21498,2011-05-02T00:00:00.000Z,Red Retrospot Wrap,2011,750,267.0,7
21498,2011-05-23T00:00:00.000Z,Red Retrospot Wrap,2011,225,94.5,8
21498,2011-06-06T00:00:00.000Z,Red Retrospot Wrap,2011,200,84.0,5
21498,2011-06-20T00:00:00.000Z,Red Retrospot Wrap,2011,275,115.5,7
21498,2011-07-11T00:00:00.000Z,Red Retrospot Wrap,2011,200,84.0,7
21498,2011-07-18T00:00:00.000Z,Red Retrospot Wrap,2011,250,105.0,10
21498,2011-08-01T00:00:00.000Z,Red Retrospot Wrap,2011,200,78.0,4
21498,2011-09-05T00:00:00.000Z,Red Retrospot Wrap,2011,275,115.5,10
21498,2011-09-26T00:00:00.000Z,Red Retrospot Wrap,2011,275,112.5,10
21498,2011-10-24T00:00:00.000Z,Red Retrospot Wrap,2011,325,136.5,9
21498,2011-10-31T00:00:00.000Z,Red Retrospot Wrap,2011,325,133.5,12
21498,2011-11-07T00:00:00.000Z,Red Retrospot Wrap,2011,200,84.0,8
21498,2011-11-14T00:00:00.000Z,Red Retrospot Wrap,2011,250,105.0,10
21498,2011-11-21T00:00:00.000Z,Red Retrospot Wrap,2011,200,84.0,6
21498,2011-11-28T00:00:00.000Z,Red Retrospot Wrap,2011,250,102.0,9
21498,2011-12-05T00:00:00.000Z,Red Retrospot Wrap,2011,225,94.5,7
21499,2009-11-30T00:00:00.000Z,Blue Spots Wrap,2009,300,126.0,9
21499,2009-12-07T00:00:00.000Z,Blue Spots Wrap,2009,300,110.0,5
21499,2010-04-05T00:00:00.000Z,Blue Spots Wrap,2010,250,97.0,7
21499,2010-06-14T00:00:00.000Z,Blue Spots Wrap,2010,400,152.0,8
21499,2010-07-05T00:00:00.000Z,Blue Spots Wrap,2010,275,99.5,4
21499,2010-07-19T00:00:00.000Z,Blue Spots Wrap,2010,400,152.0,9
21499,2010-09-06T00:00:00.000Z,Blue Spots Wrap,2010,225,78.5,2
21499,2010-09-13T00:00:00.000Z,Blue Spots Wrap,2010,450,173.0,10
21499,2010-10-04T00:00:00.000Z,Blue Polkadot Wrap,2010,275,115.5,10
21499,2010-10-11T00:00:00.000Z,Blue Polkadot Wrap,2010,200,84.0,6
21499,2010-10-18T00:00:00.000Z,Blue Polkadot Wrap,2010,250,89.0,3
21499,2010-11-08T00:00:00.000Z,Blue Polkadot Wrap,2010,300,108.0,5
21499,2010-11-29T00:00:00.000Z,Blue Polkadot Wrap,2010,325,116.5,5
21499,2011-02-28T00:00:00.000Z,Blue Polkadot Wrap,2011,300,110.0,5
21499,2011-03-21T00:00:00.000Z,Blue Polkadot Wrap,2011,300,110.0,5
21499,2011-05-09T00:00:00.000Z,Blue Polkadot Wrap,2011,275,99.5,4
21499,2011-06-13T00:00:00.000Z,Blue Polkadot Wrap,2011,200,84.0,8
21499,2011-06-20T00:00:00.000Z,Blue Polkadot Wrap,2011,250,105.0,7
21499,2011-07-04T00:00:00.000Z,Blue Polkadot Wrap,2011,200,84.0,5
21499,2011-09-26T00:00:00.000Z,Blue Polkadot Wrap,2011,350,139.5,10
21499,2011-10-31T00:00:00.000Z,Blue Polkadot Wrap,2011,200,79.5,6
21499,2011-11-14T00:00:00.000Z,Blue Polkadot Wrap,2011,275,103.5,4
21500,2009-11-30T00:00:00.000Z,Pink Spots Wrap,2009,350,139.0,8
21500,2009-12-07T00:00:00.000Z,Pink Spots Wrap,2009,325,120.5,6
21500,2010-01-11T00:00:00.000Z,Pink Spots Wrap,2010,200,84.0,8
21500,2010-02-01T00:00:00.000Z,Pink Spots Wrap,2010,350,131.0,7
21500,2010-02-08T00:00:00.000Z,Pink Spots Wrap,2010,350,123.00000000000001,3
21500,2010-02-15T00:00:00.000Z,Pink Spots Wrap,2010,325,136.5,12
21500,2010-04-05T00:00:00.000Z,Pink Spots Wrap,2010,475,175.5,8
21500,2010-04-19T00:00:00.000Z,Pink Spots Wrap,2010,200,84.0,7
21500,2010-04-26T00:00:00.000Z,Pink Spots Wrap,2010,250,105.0,7
21500,2010-05-24T00:00:00.000Z,Pink Spots Wrap,2010,275,113.5,10
21500,2010-05-31T00:00:00.000Z,Pink Spots Wrap,2010,200,84.0,8
21500,2010-06-14T00:00:00.000Z,Pink Spots Wrap,2010,250,97.0,6
21500,2010-07-05T00:00:00.000Z,Pink Spots Wrap,2010,275,99.5,4
21500,2010-08-02T00:00:00.000Z,Pink Spots Wrap,2010,200,78.0,6
21500,2010-08-30T00:00:00.000Z,Pink Spots Wrap,2010,275,99.5,4
21500,2010-09-27T00:00:00.000Z,Pink Spots Wrap,2010,250,105.0,8
21500,2010-10-04T00:00:00.000Z,Pink Polkadot Wrap,2010,250,105.0,9
21500,2010-10-11T00:00:00.000Z,Pink Polkadot Wrap,2010,225,94.5,6
21500,2010-10-18T00:00:00.000Z,Pink Polkadot Wrap,2010,350,131.0,7
21500,2010-11-29T00:00:00.000Z,Pink Polkadot Wrap,2010,200,78.0,6
21500,2011-02-28T00:00:00.000Z,Pink Polkadot Wrap,2011,425,158.5,8
21500,2011-03-21T00:00:00.000Z,Pink Polkadot Wrap,2011,225,84.5,5
21500,2011-05-09T00:00:00.000Z,Pink Polkadot Wrap,2011,275,99.5,4
21500,2011-09-26T00:00:00.000Z,Pink Polkadot Wrap,2011,225,94.5,8
21500,2011-10-31T00:00:00.000Z,Pink Polkadot Wrap,2011,200,81.0,7
21500,2011-11-28T00:00:00.000Z,Pink Polkadot Wrap,2011,250,99.0,7
21504,2010-10-18T00:00:00.000Z,Skulls Greeting Card,2010,217,82.5,7
21506,2010-06-14T00:00:00.000Z,Fancy Font Birthday Card,2010,288,112.32000000000001,11
21506,2010-06-28T00:00:00.000Z,Fancy Font Birthday Card,2010,348,128.88000000000002,6
21506,2010-08-16T00:00:00.000Z,Fancy Font Birthday Card,2010,528,195.83999999999995,9
21506,2010-10-18T00:00:00.000Z,Fancy Font Birthday Card,2010,468,173.51999999999998,8
21506,2010-11-29T00:00:00.000Z,Fancy Font Birthday Card,2010,216,84.24,7
21506,2011-04-11T00:00:00.000Z,Fancy Font Birthday Card,2011,360,133.92,6
21506,2011-05-16T00:00:00.000Z,Fancy Font Birthday Card,2011,240,92.16000000000001,8
21506,2011-10-03T00:00:00.000Z,Fancy Font Birthday Card,2011,516,187.92,4
21506,2011-12-05T00:00:00.000Z,Fancy Font Birthday Card,2011,312,116.64,6
21507,2010-06-14T00:00:00.000Z,Elephant Birthday Card,2010,264,99.36,6
21523,2010-07-12T00:00:00.000Z,Doormat Fancy Font Home Sweet Home,2010,305,1411.45,5
21523,2010-07-26T00:00:00.000Z,Doormat Fancy Font Home Sweet Home,2010,337,1628.33,12
21523,2010-08-02T00:00:00.000Z,Doormat Fancy Font Home Sweet Home,2010,260,1673.8000000000002,12
21523,2011-06-06T00:00:00.000Z,Doormat Fancy Font Home Sweet Home,2011,531,2524.45,13
21523,2011-07-04T00:00:00.000Z,Doormat Fancy Font Home Sweet Home,2011,526,2472.7,6
21523,2011-09-12T00:00:00.000Z,Doormat Fancy Font Home Sweet Home,2011,230,1139.5,8
21524,2009-12-14T00:00:00.000Z,Spotty Home Sweet Home Doormat,2009,208,1026.0,18
21524,2010-02-01T00:00:00.000Z,Door Mat Spotty Home Sweet Home,2010,241,1069.49,15
21524,2010-02-15T00:00:00.000Z,Door Mat Spotty Home Sweet Home,2010,308,1633.72,20
21524,2010-03-15T00:00:00.000Z,Door Mat Spotty Home Sweet Home,2010,253,1290.17,16
21527,2010-06-07T00:00:00.000Z,Red Retrospot Traditional Teapot,2010,238,1237.74,8
21527,2010-07-26T00:00:00.000Z,Red Retrospot Traditional Teapot,2010,202,1169.1000000000004,11
21528,2010-06-07T00:00:00.000Z,Dairy Maid Traditional Teapot,2010,209,850.75,4
21532,2010-05-24T00:00:00.000Z,Dairy Maid Sugar Jam Bowl,2010,1147,885.9,4
21535,2010-02-22T00:00:00.000Z,Retro Spot Small Milk Jug,2010,222,501.30000000000007,20
21535,2011-10-03T00:00:00.000Z,Red Retrospot Small Milk Jug,2011,253,537.15,4
21538,2010-05-24T00:00:00.000Z,Dairy Maid Pudding Bowl,2010,1200,1500.0,1
21540,2010-05-24T00:00:00.000Z,Dairy Maid Butter Dish,2010,1100,1381.0,3
21541,2009-11-30T00:00:00.000Z,Dinosaurs Water Transfer Tattoos,2009,216,143.6,3
21542,2010-01-04T00:00:00.000Z,Woodland Water Transfer Tattoos,2010,212,140.2,2
21543,2009-11-30T00:00:00.000Z,Butterfly Water Transfer Tattoos,2009,238,162.29999999999998,7
21544,2010-09-13T00:00:00.000Z,Skulls Water Transfer Tattoos,2010,615,402.75,4
21544,2010-10-11T00:00:00.000Z,Skulls Water Transfer Tattoos,2010,248,170.8,5
21545,2010-01-11T00:00:00.000Z,Ceramic Birdhouse Butterfly Small,2010,225,450.0,1
21547,2010-01-11T00:00:00.000Z,Ceramic Birdhouse Crested Tit Small,2010,225,450.0,1
21548,2010-01-11T00:00:00.000Z,Ceramic Birdhouse Finch Blue Roof,2010,225,450.0,1
21549,2010-01-11T00:00:00.000Z,Ceramic Birdhouse Red Roof Small,2010,242,485.9,2
21556,2011-04-25T00:00:00.000Z,Ceramic Strawberry Money Box,2011,408,918.0,1
21563,2011-12-05T00:00:00.000Z,Red Heart Shape Love Bucket,2011,480,379.1999999999999,12
